file,point_x,point_y,kind 
109_1,339,361,bifurcation
109_1,226,326,termination
109_1,342,429,termination
109_1,347,438,bifurcation
109_1,271,225,termination
109_1,345,5,termination
109_1,327,206,bifurcation
109_1,292,341,bifurcation
109_1,255,446,termination
109_1,270,446,termination
109_1,336,437,bifurcation
109_1,367,321,bifurcation
109_1,340,95,termination
109_1,247,390,bifurcation
109_1,287,395,bifurcation
109_1,296,88,termination
109_1,287,407,bifurcation
109_1,356,382,termination
109_1,337,430,termination
109_1,368,267,bifurcation
109_1,268,335,bifurcation
109_1,331,199,termination
109_1,265,368,bifurcation
109_1,289,395,bifurcation
109_1,286,64,termination
109_1,368,454,bifurcation
109_1,343,262,bifurcation
109_1,342,40,termination
109_1,377,196,bifurcation
109_1,382,277,bifurcation
109_1,341,361,bifurcation
109_1,366,301,bifurcation
109_1,384,427,termination
109_1,367,319,bifurcation
109_1,348,317,bifurcation
109_1,355,121,termination
109_1,369,307,termination
109_1,303,150,bifurcation
109_1,196,25,termination
109_1,384,270,bifurcation
109_1,328,452,bifurcation
109_1,237,30,bifurcation
109_1,355,415,bifurcation
109_1,362,319,bifurcation
109_1,341,9,termination
109_1,299,158,termination
109_2,354,232,termination
109_2,302,296,bifurcation
109_2,321,300,bifurcation
109_2,302,323,bifurcation
109_2,364,147,bifurcation
109_2,317,315,termination
109_2,316,310,bifurcation
109_2,322,294,bifurcation
109_2,365,332,termination
109_2,291,206,termination
109_2,363,222,bifurcation
109_2,367,155,termination
109_2,304,221,termination
109_2,320,301,termination
109_2,299,206,termination
109_2,353,334,bifurcation
109_2,347,125,termination
109_2,320,252,termination
109_2,317,249,termination
109_2,319,291,bifurcation
109_2,321,281,termination
109_2,328,334,bifurcation
109_2,367,205,termination
109_2,367,156,bifurcation
109_2,317,301,termination
109_2,287,203,termination
109_2,363,235,bifurcation
109_2,308,222,termination
109_2,303,211,bifurcation
109_2,297,206,termination
109_2,324,304,bifurcation
109_2,302,206,termination
109_2,361,232,termination
109_2,365,151,termination
109_2,364,237,bifurcation
109_2,319,274,termination
109_2,328,278,termination
109_2,366,159,bifurcation
109_2,321,310,bifurcation
109_2,302,320,termination
109_2,319,272,bifurcation
109_2,323,259,bifurcation
109_2,318,305,termination
109_2,365,229,bifurcation
109_2,318,310,bifurcation
109_2,328,142,bifurcation
109_2,344,127,bifurcation
109_2,315,280,termination
109_3,386,354,termination
109_3,250,397,termination
109_3,260,362,termination
109_3,217,57,termination
109_3,381,168,termination
109_3,262,252,bifurcation
109_3,179,199,termination
109_3,385,166,termination
109_3,216,192,termination
109_3,379,177,bifurcation
109_3,189,381,bifurcation
109_3,383,163,bifurcation
109_3,364,123,bifurcation
109_3,380,163,bifurcation
109_3,259,252,bifurcation
109_3,225,59,bifurcation
109_3,386,402,termination
109_3,381,151,termination
109_3,288,314,bifurcation
109_3,368,130,termination
109_3,181,222,termination
109_3,367,111,bifurcation
109_3,272,275,bifurcation
109_3,367,117,bifurcation
109_3,263,253,termination
109_3,217,381,termination
109_3,240,396,termination
109_3,381,186,termination
109_3,384,172,termination
109_3,228,387,termination
109_3,297,162,bifurcation
109_3,226,125,termination
109_3,222,180,termination
109_3,355,368,termination
109_3,189,383,termination
109_3,365,153,termination
109_3,184,366,bifurcation
109_3,254,395,termination
109_3,255,251,termination
109_3,252,313,bifurcation
109_3,269,375,termination
109_3,387,366,termination
109_3,368,127,bifurcation
109_3,353,95,bifurcation
109_3,238,395,termination
109_3,191,388,termination
109_3,281,284,termination
109_3,318,59,bifurcation
109_3,194,187,termination
109_3,367,122,bifurcation
109_3,271,271,termination
109_3,381,405,bifurcation
109_3,224,58,termination
109_3,273,284,termination
109_3,364,112,bifurcation
109_3,230,393,termination
109_3,190,114,termination
109_3,349,91,bifurcation
109_3,381,183,bifurcation
109_3,341,80,termination
109_3,350,91,bifurcation
109_3,289,191,termination
109_3,385,395,bifurcation
109_3,270,288,termination
109_3,204,70,termination
109_3,383,177,bifurcation
109_4,416,197,termination
109_4,322,209,termination
109_4,320,215,termination
109_4,333,182,termination
109_4,356,177,termination
109_4,244,193,termination
109_4,234,398,bifurcation
109_4,220,209,termination
109_4,319,322,bifurcation
109_4,412,199,bifurcation
109_4,297,349,termination
109_4,256,413,bifurcation
109_4,227,371,bifurcation
109_4,384,194,termination
109_4,424,414,termination
109_4,241,191,termination
109_4,416,206,termination
109_4,380,135,termination
109_4,380,212,termination
109_4,415,199,bifurcation
109_4,377,411,termination
109_4,356,311,bifurcation
109_4,286,239,termination
109_4,336,183,termination
109_4,385,217,termination
109_4,286,237,bifurcation
109_4,241,123,termination
109_4,301,256,termination
109_4,359,310,termination
109_4,293,332,bifurcation
109_4,202,238,termination
109_4,412,190,bifurcation
109_4,366,248,termination
109_4,355,312,bifurcation
109_4,300,326,termination
109_4,309,413,bifurcation
109_4,361,119,bifurcation
109_4,372,410,bifurcation
109_4,413,193,termination
109_4,342,141,termination
109_4,413,203,termination
109_4,306,269,bifurcation
109_4,416,200,termination
109_4,419,411,bifurcation
109_4,222,206,termination
109_4,303,270,termination
109_4,391,266,termination
109_4,307,256,termination
109_4,228,192,termination
109_4,286,334,bifurcation
109_4,318,328,bifurcation
109_4,388,198,termination
109_4,422,289,termination
109_4,414,176,bifurcation
109_4,209,170,termination
109_4,211,210,termination
109_5,210,333,bifurcation
109_5,268,145,termination
109_5,288,232,termination
109_5,287,223,bifurcation
109_5,249,173,bifurcation
109_5,193,142,termination
109_5,351,141,termination
109_5,187,279,bifurcation
109_5,170,140,termination
109_5,375,194,termination
109_5,338,295,termination
109_5,264,190,termination
109_5,360,184,bifurcation
109_5,214,333,termination
109_5,364,182,bifurcation
109_5,249,193,termination
109_5,244,173,termination
109_5,383,220,termination
109_5,343,130,termination
109_5,273,204,bifurcation
109_5,274,204,termination
109_5,277,374,bifurcation
109_5,271,205,bifurcation
109_5,338,299,bifurcation
109_5,307,293,termination
109_5,287,238,bifurcation
109_5,333,122,termination
109_5,316,233,termination
109_5,210,336,bifurcation
109_5,287,227,termination
109_5,225,374,termination
109_5,171,169,termination
109_5,321,367,bifurcation
109_5,309,188,termination
109_5,228,363,bifurcation
109_5,272,201,termination
109_5,286,225,bifurcation
109_5,376,349,bifurcation
109_5,338,197,termination
109_5,282,98,termination
109_6,226,360,termination
109_6,333,310,bifurcation
109_6,350,164,bifurcation
109_6,315,223,bifurcation
109_6,327,301,termination
109_6,342,346,termination
109_6,321,277,bifurcation
109_6,346,115,termination
109_6,306,219,termination
109_6,391,306,bifurcation
109_6,225,350,bifurcation
109_6,357,200,bifurcation
109_6,304,276,bifurcation
109_6,238,326,termination
109_6,318,289,bifurcation
109_6,326,301,termination
109_6,236,368,termination
109_6,382,172,bifurcation
109_6,380,185,bifurcation
109_6,269,280,termination
109_6,314,300,termination
109_6,379,380,bifurcation
109_6,349,400,bifurcation
109_6,339,295,bifurcation
109_6,213,141,bifurcation
109_6,255,159,bifurcation
109_6,349,123,bifurcation
109_6,343,113,termination
109_6,302,190,termination
109_6,332,322,termination
109_6,259,342,bifurcation
109_6,326,267,bifurcation
109_6,307,222,termination
109_6,352,271,bifurcation
109_6,344,295,bifurcation
109_6,316,376,bifurcation
109_6,317,228,termination
109_6,319,235,termination
109_6,239,317,bifurcation
109_6,347,332,bifurcation
109_6,300,200,termination
109_6,242,157,termination
109_6,317,358,bifurcation
109_6,332,337,bifurcation
109_6,386,298,bifurcation
109_6,379,325,termination
109_6,341,335,bifurcation
109_6,335,400,bifurcation
109_6,390,317,termination
109_6,355,142,termination
109_6,322,300,termination
109_6,353,128,termination
109_6,220,154,termination
109_6,278,266,bifurcation
109_6,305,302,termination
109_6,212,206,termination
109_6,306,274,bifurcation
109_6,313,316,termination
109_6,327,97,termination
109_6,314,237,termination
109_6,382,311,termination
109_6,283,382,termination
109_6,310,158,termination
109_6,380,172,bifurcation
109_6,329,248,bifurcation
109_6,318,103,bifurcation
109_6,299,190,termination
109_6,330,291,bifurcation
109_6,336,348,termination
109_6,380,380,bifurcation
109_6,296,301,bifurcation
109_6,231,320,bifurcation
109_6,315,370,bifurcation
109_6,372,320,bifurcation
109_6,212,202,termination
109_6,332,278,termination
109_6,345,303,bifurcation
109_6,391,351,termination
109_6,318,315,termination
109_6,261,368,bifurcation
109_6,386,316,bifurcation
109_6,297,370,termination
109_6,384,190,bifurcation
109_6,325,244,termination
109_6,253,157,termination
109_6,387,189,termination
109_6,349,337,bifurcation
109_6,382,364,bifurcation
109_6,309,303,bifurcation
109_6,238,330,bifurcation
109_6,246,147,bifurcation
109_6,236,143,termination
109_6,238,126,bifurcation
109_6,352,126,bifurcation
109_6,347,116,termination
109_6,233,125,termination
109_6,333,384,bifurcation
109_6,330,399,bifurcation
109_6,311,222,bifurcation
109_6,354,201,bifurcation
109_6,335,273,bifurcation
109_6,334,346,bifurcation
109_6,321,252,termination
109_6,344,114,termination
109_6,383,382,bifurcation
109_6,304,274,bifurcation
109_6,347,247,termination
109_6,354,139,termination
109_6,346,163,termination
109_6,341,112,termination
109_6,230,128,termination
109_6,384,173,termination
109_6,238,161,termination
109_6,348,349,bifurcation
109_6,349,164,bifurcation
109_6,285,201,termination
109_6,320,284,bifurcation
109_6,319,382,termination
109_6,382,324,bifurcation
109_6,315,266,bifurcation
109_6,388,375,bifurcation
109_6,381,304,bifurcation
109_6,325,283,bifurcation
109_6,382,382,bifurcation
109_6,371,235,bifurcation
109_6,320,271,bifurcation
109_6,270,286,termination
109_6,368,384,bifurcation
109_6,219,155,bifurcation
109_6,338,398,termination
109_6,316,249,termination
109_6,389,379,bifurcation
109_6,311,299,bifurcation
109_6,301,204,bifurcation
109_6,209,158,termination
109_6,221,149,termination
109_6,250,157,termination
109_6,369,229,bifurcation
109_6,371,378,termination
109_6,245,158,bifurcation
109_6,338,287,bifurcation
109_6,372,223,bifurcation
109_6,337,161,bifurcation
109_6,270,277,bifurcation
109_6,293,366,termination
109_6,240,367,bifurcation
109_6,382,392,bifurcation
109_6,319,279,bifurcation
109_7,371,300,termination
109_7,398,419,bifurcation
109_7,285,394,bifurcation
109_7,375,238,bifurcation
109_7,299,401,termination
109_7,434,281,termination
109_7,283,207,bifurcation
109_7,276,206,bifurcation
109_7,445,424,bifurcation
109_7,283,381,bifurcation
109_7,414,185,termination
109_7,294,194,termination
109_7,444,254,bifurcation
109_7,446,238,bifurcation
109_7,394,429,termination
109_7,364,361,bifurcation
109_7,397,364,bifurcation
109_7,331,179,bifurcation
109_7,332,178,bifurcation
109_7,397,417,termination
109_7,284,344,termination
109_7,429,297,bifurcation
109_7,413,316,bifurcation
109_7,415,191,bifurcation
109_7,389,367,bifurcation
109_7,358,365,termination
109_7,343,430,termination
109_7,307,280,termination
109_7,443,267,bifurcation
109_7,366,297,termination
109_7,412,375,bifurcation
109_7,426,206,termination
109_7,365,282,bifurcation
109_7,387,358,termination
109_7,445,373,termination
109_7,444,411,bifurcation
109_7,383,349,bifurcation
109_7,302,230,termination
109_7,367,190,bifurcation
109_7,309,226,bifurcation
109_7,380,406,termination
109_7,364,422,termination
109_7,397,361,termination
109_7,310,432,bifurcation
109_7,398,400,termination
109_7,385,412,bifurcation
109_7,267,199,bifurcation
109_7,341,431,bifurcation
109_7,394,412,termination
109_7,268,218,bifurcation
109_7,275,426,termination
109_7,269,368,bifurcation
109_7,446,379,bifurcation
109_7,363,345,bifurcation
109_7,413,372,termination
109_7,410,342,bifurcation
109_7,411,392,bifurcation
109_7,271,253,bifurcation
109_7,365,269,bifurcation
109_7,279,383,bifurcation
109_7,283,223,termination
109_7,397,386,termination
109_7,359,428,bifurcation
109_7,287,428,bifurcation
109_7,384,322,bifurcation
109_7,398,384,termination
109_7,270,218,bifurcation
109_7,280,223,bifurcation
109_7,416,375,bifurcation
109_7,363,379,termination
109_7,413,183,termination
109_7,297,231,termination
109_7,382,356,termination
109_7,341,420,bifurcation
109_7,398,411,termination
109_7,418,381,bifurcation
109_7,337,411,termination
109_7,328,190,bifurcation
109_7,431,217,bifurcation
109_7,275,396,bifurcation
109_7,422,407,bifurcation
109_7,264,199,bifurcation
109_7,389,430,termination
109_7,442,279,bifurcation
109_7,285,391,termination
109_7,287,215,bifurcation
109_7,445,347,bifurcation
109_7,268,200,termination
109_7,401,396,bifurcation
109_7,446,333,bifurcation
109_7,279,402,bifurcation
109_7,269,210,termination
109_7,414,399,bifurcation
109_7,321,351,bifurcation
109_7,412,201,bifurcation
109_7,375,366,bifurcation
109_7,398,431,bifurcation
109_7,302,219,termination
109_7,282,396,termination
109_7,358,421,bifurcation
109_7,445,421,termination
109_7,434,219,termination
109_7,333,175,termination
109_7,374,344,termination
109_7,270,206,termination
109_7,368,382,termination
109_7,444,229,termination
109_7,398,382,termination
109_7,389,414,termination
109_7,263,197,termination
109_7,428,217,bifurcation
109_7,423,414,bifurcation
109_7,399,398,bifurcation
109_7,378,170,bifurcation
109_7,351,332,bifurcation
109_7,366,287,bifurcation
109_7,257,332,bifurcation
109_7,296,386,bifurcation
109_7,280,220,bifurcation
109_7,431,202,termination
109_7,424,194,termination
109_7,403,304,bifurcation
109_7,363,371,termination
109_7,402,303,termination
109_7,446,276,bifurcation
109_8,320,451,termination
109_8,332,354,termination
109_8,356,426,termination
109_8,378,363,termination
109_8,378,262,termination
109_8,360,432,termination
109_8,432,337,termination
109_8,367,377,termination
109_8,382,281,termination
109_8,363,438,termination
109_8,342,388,termination
109_8,284,296,termination
109_8,358,316,termination
109_8,307,416,termination
109_8,435,348,termination
109_8,285,384,termination
109_8,421,319,termination
109_8,435,331,termination
109_8,384,332,termination
109_8,375,346,termination
109_8,416,312,termination
109_8,332,369,bifurcation
109_8,335,299,termination
109_8,358,440,termination
109_8,382,360,termination
109_8,364,338,termination
109_8,276,366,termination
109_8,312,369,termination
109_8,455,257,termination
109_8,423,446,bifurcation
109_8,289,111,bifurcation
109_8,447,203,bifurcation
109_8,382,276,bifurcation
109_8,326,410,termination
109_8,333,295,termination
109_8,382,256,termination
109_8,412,318,termination
109_8,308,383,termination
109_8,370,424,termination
109_8,448,223,bifurcation
109_8,381,254,bifurcation
109_8,373,121,bifurcation
109_8,366,390,termination
109_8,318,432,termination
109_8,326,310,termination
109_8,273,238,termination
109_8,432,242,termination
109_8,446,446,bifurcation
109_8,343,205,termination
109_8,311,434,termination
109_8,277,368,termination
109_8,258,280,termination
109_8,312,313,termination
109_8,287,241,termination
109_8,334,292,bifurcation
109_8,367,302,termination
109_8,375,405,termination
109_8,452,247,termination
109_8,336,360,termination
109_8,373,254,termination
109_8,332,365,termination
109_8,332,367,termination
109_8,368,344,termination
109_8,458,211,termination
109_8,429,357,termination
109_8,276,208,termination
109_8,283,381,termination
109_8,459,241,bifurcation
109_8,288,256,termination
109_8,369,253,termination
109_8,383,358,bifurcation
109_8,387,337,termination
109_8,451,219,bifurcation
109_8,307,301,termination
109_8,356,220,bifurcation
109_8,411,302,termination
109_8,349,389,termination
109_8,306,434,bifurcation
109_8,381,290,termination
109_8,431,157,termination
109_8,424,447,termination
109_8,358,239,termination
109_8,397,120,termination
109_8,287,369,termination
109_8,368,382,termination
109_8,344,206,bifurcation
109_8,445,433,termination
109_8,292,399,termination
109_8,307,399,termination
109_8,270,207,termination
109_8,294,351,termination
109_8,351,278,bifurcation
109_8,349,306,termination
109_8,381,377,termination
109_8,416,326,termination
109_8,347,442,termination
110_1,196,218,termination
110_1,349,293,bifurcation
110_1,366,268,bifurcation
110_1,276,54,termination
110_1,272,233,termination
110_1,246,43,termination
110_1,310,110,bifurcation
110_1,270,46,termination
110_1,366,270,termination
110_1,194,246,bifurcation
110_1,339,15,termination
110_1,206,117,bifurcation
110_1,297,294,termination
110_1,362,286,termination
110_1,384,320,termination
110_1,271,186,termination
110_1,226,311,termination
110_1,308,233,termination
110_1,339,46,termination
110_1,377,300,termination
110_1,236,86,termination
110_1,271,229,termination
110_1,320,106,termination
110_1,276,429,bifurcation
110_1,228,65,termination
110_1,381,291,bifurcation
110_1,305,70,termination
110_1,389,185,termination
110_1,359,250,termination
110_1,373,275,termination
110_1,217,94,termination
110_1,380,300,bifurcation
110_1,303,107,termination
110_1,255,319,termination
110_1,222,48,termination
110_1,314,143,termination
110_1,361,107,termination
110_1,388,253,bifurcation
110_1,271,23,termination
110_1,275,415,bifurcation
110_1,238,12,termination
110_1,309,15,bifurcation
110_1,247,18,termination
110_1,267,94,bifurcation
110_1,381,142,termination
110_1,265,287,termination
110_1,383,171,bifurcation
110_1,229,61,termination
110_1,222,86,bifurcation
110_1,350,39,bifurcation
110_1,276,21,termination
110_1,352,302,termination
110_1,256,254,termination
110_1,206,205,termination
110_1,323,234,termination
110_1,353,140,termination
110_1,223,95,termination
110_1,272,31,termination
110_1,323,143,bifurcation
110_1,372,268,termination
110_1,258,40,termination
110_1,387,141,bifurcation
110_1,386,333,termination
110_1,369,5,bifurcation
110_1,319,32,termination
110_1,200,67,termination
110_1,299,234,termination
110_1,276,279,termination
110_1,264,238,termination
110_1,301,26,bifurcation
110_1,329,233,termination
110_1,267,24,termination
110_1,381,334,termination
110_1,319,86,termination
110_1,355,3,termination
110_1,197,187,termination
110_1,383,37,bifurcation
110_1,306,16,termination
110_1,284,78,termination
110_1,278,47,termination
110_1,338,46,termination
110_1,354,21,termination
110_1,280,77,termination
110_1,382,146,termination
110_1,349,48,termination
110_1,254,136,termination
110_1,357,43,bifurcation
110_1,371,322,termination
110_1,290,248,termination
110_1,384,39,termination
110_1,381,149,bifurcation
110_1,301,240,termination
110_1,318,291,bifurcation
110_1,384,283,bifurcation
110_1,317,19,termination
110_1,340,62,termination
110_1,379,138,termination
110_1,382,48,bifurcation
110_1,253,37,termination
110_1,216,95,bifurcation
110_1,348,51,termination
110_1,260,318,bifurcation
110_1,200,219,termination
110_1,201,99,termination
110_1,383,343,bifurcation
110_1,313,327,termination
110_1,343,292,termination
110_1,199,170,termination
110_1,194,248,termination
110_1,210,44,termination
110_1,320,69,termination
110_1,381,458,termination
110_1,352,43,bifurcation
110_1,315,114,termination
110_1,321,446,bifurcation
110_1,207,71,termination
110_1,274,441,bifurcation
110_1,382,168,termination
110_1,328,228,termination
110_1,345,302,bifurcation
110_1,312,445,termination
110_1,265,318,termination
110_1,316,123,termination
110_1,309,6,termination
110_1,384,158,bifurcation
110_1,271,280,termination
110_1,305,305,termination
110_1,341,374,termination
110_1,373,101,termination
110_1,274,66,termination
110_1,234,202,termination
110_1,301,451,termination
110_1,363,280,termination
110_1,230,44,termination
110_1,260,312,bifurcation
110_1,284,281,bifurcation
110_1,377,50,termination
110_1,385,45,termination
110_1,297,4,termination
110_1,256,201,termination
110_1,215,174,termination
110_1,221,53,bifurcation
110_1,286,71,termination
110_1,286,33,termination
110_1,220,173,termination
110_1,316,21,termination
110_1,273,371,bifurcation
110_1,217,79,bifurcation
110_1,265,280,termination
110_1,390,141,termination
110_1,303,230,termination
110_1,229,101,termination
110_1,218,173,bifurcation
110_1,211,295,termination
110_1,270,93,termination
110_1,229,60,termination
110_1,294,292,termination
110_1,306,123,termination
110_1,375,374,bifurcation
110_1,221,46,termination
110_1,285,283,termination
110_1,220,86,bifurcation
110_1,287,36,bifurcation
110_1,382,350,termination
110_1,213,123,termination
110_1,321,413,bifurcation
110_1,362,13,termination
110_1,327,307,termination
110_1,325,136,termination
110_1,384,180,termination
110_1,219,127,termination
110_1,350,32,termination
110_1,342,373,bifurcation
110_1,279,75,termination
110_1,243,12,termination
110_1,303,76,termination
110_1,268,417,bifurcation
110_1,281,65,termination
110_1,374,259,termination
110_1,280,316,termination
110_1,383,380,termination
110_1,290,299,termination
110_1,193,234,termination
110_1,337,41,termination
110_1,328,47,bifurcation
110_1,383,307,bifurcation
110_1,375,45,termination
110_1,218,303,termination
110_1,217,175,bifurcation
110_1,268,316,termination
110_1,380,336,bifurcation
110_1,243,55,termination
110_1,273,444,termination
110_1,203,234,termination
110_1,385,454,termination
110_1,270,274,termination
110_1,296,386,termination
110_1,382,105,termination
110_1,316,14,bifurcation
110_1,387,145,termination
110_1,268,289,termination
110_1,213,92,termination
110_1,320,5,termination
110_1,222,83,termination
110_1,332,240,termination
110_1,217,132,termination
110_1,290,390,termination
110_1,383,2,termination
110_1,382,317,bifurcation
110_1,241,13,bifurcation
110_1,215,78,termination
110_1,381,370,termination
110_1,335,233,termination
110_1,238,5,termination
110_1,379,37,bifurcation
110_1,209,95,termination
110_1,303,116,termination
110_1,230,55,termination
110_1,302,239,termination
110_1,328,15,termination
110_1,373,253,termination
110_1,382,302,bifurcation
110_1,380,88,termination
110_1,347,28,termination
110_1,339,93,termination
110_1,222,29,termination
110_1,213,64,termination
110_1,288,293,termination
110_1,323,302,termination
110_1,254,347,termination
110_1,286,60,bifurcation
110_1,325,8,termination
110_1,343,78,termination
110_1,242,329,bifurcation
110_1,319,332,termination
110_1,379,299,bifurcation
110_1,333,50,termination
110_1,286,57,termination
110_1,358,301,termination
110_1,270,299,bifurcation
110_1,377,265,termination
110_1,270,424,termination
110_1,214,108,termination
110_1,265,30,termination
110_1,307,312,termination
110_1,340,32,termination
110_1,332,8,termination
110_1,385,327,termination
110_1,221,90,termination
110_1,302,247,termination
110_1,277,289,termination
110_1,291,229,termination
110_1,302,301,termination
110_1,388,173,termination
110_1,234,28,termination
110_1,343,61,termination
110_1,335,28,termination
110_1,367,289,bifurcation
110_1,265,244,termination
110_1,314,75,termination
110_1,273,250,termination
110_1,273,95,termination
110_1,228,306,bifurcation
110_1,237,77,termination
110_1,334,239,termination
110_1,208,175,termination
110_1,299,381,bifurcation
110_1,229,76,termination
110_1,275,78,termination
110_1,339,51,termination
110_1,261,248,termination
110_1,330,240,termination
110_1,248,34,termination
110_1,301,75,termination
110_1,309,446,termination
110_1,321,243,termination
110_1,212,74,termination
110_1,305,110,termination
110_1,287,286,termination
110_1,324,140,termination
110_1,359,458,termination
110_1,379,264,termination
110_1,341,23,termination
110_1,319,58,termination
110_1,311,33,termination
110_1,204,90,termination
110_1,332,61,bifurcation
110_1,193,245,termination
110_1,273,269,termination
110_1,283,60,bifurcation
110_1,360,18,termination
110_1,237,86,termination
110_1,387,287,bifurcation
110_1,304,230,termination
110_1,372,310,bifurcation
110_1,343,74,termination
110_1,220,46,termination
110_1,345,31,termination
110_1,371,124,termination
110_1,306,451,termination
110_1,347,18,termination
110_2,392,303,termination
110_2,423,129,termination
110_2,223,75,termination
110_2,394,85,bifurcation
110_2,414,127,bifurcation
110_2,327,301,termination
110_2,427,363,termination
110_2,261,187,termination
110_2,318,199,termination
110_2,383,85,termination
110_2,303,420,termination
110_2,243,316,termination
110_2,240,366,termination
110_2,359,228,termination
110_2,319,203,bifurcation
110_2,415,115,bifurcation
110_2,292,317,termination
110_2,399,396,termination
110_2,408,139,termination
110_2,424,350,bifurcation
110_2,415,336,termination
110_2,366,94,bifurcation
110_2,252,248,termination
110_2,407,240,termination
110_2,409,356,termination
110_2,369,388,termination
110_2,372,280,termination
110_2,410,99,termination
110_2,311,396,termination
110_2,401,331,termination
110_2,408,146,termination
110_2,402,268,termination
110_2,364,391,termination
110_2,302,394,termination
110_2,408,305,termination
110_2,310,174,termination
110_2,241,330,termination
110_2,349,226,termination
110_2,398,137,termination
110_2,331,398,termination
110_2,268,166,termination
110_2,290,186,termination
110_2,412,122,bifurcation
110_2,273,173,termination
110_2,251,202,termination
110_2,222,326,termination
110_2,214,348,termination
110_2,265,350,bifurcation
110_2,203,258,termination
110_2,365,273,termination
110_2,320,386,termination
110_2,398,91,bifurcation
110_2,335,103,termination
110_2,197,214,bifurcation
110_2,315,386,termination
110_2,362,193,termination
110_2,353,223,termination
110_2,232,228,termination
110_2,394,139,termination
110_2,258,414,termination
110_2,419,125,termination
110_2,258,194,termination
110_2,321,222,termination
110_2,196,252,termination
110_2,338,409,termination
110_2,324,304,termination
110_2,352,46,termination
110_2,265,158,termination
110_2,416,124,bifurcation
110_2,261,171,termination
110_2,399,93,bifurcation
110_2,362,78,termination
110_2,424,354,bifurcation
110_2,227,361,termination
110_2,390,142,termination
110_2,320,235,termination
110_2,354,88,termination
110_2,357,248,termination
110_2,352,218,termination
110_2,337,162,termination
110_2,349,378,termination
110_2,282,161,termination
110_2,225,225,termination
110_2,222,351,termination
110_2,367,254,bifurcation
110_2,225,341,termination
110_2,366,152,termination
110_2,396,297,termination
110_2,411,115,bifurcation
110_2,365,147,termination
110_2,371,269,termination
110_2,337,343,termination
110_2,206,266,bifurcation
110_2,339,378,termination
110_2,201,117,termination
110_2,358,179,termination
110_2,403,93,termination
110_2,251,392,bifurcation
110_2,347,215,termination
110_2,235,321,bifurcation
110_2,305,163,termination
110_2,359,79,bifurcation
110_2,303,146,termination
110_2,242,356,termination
110_2,411,396,bifurcation
110_2,264,393,termination
110_2,254,391,termination
110_2,315,184,termination
110_2,273,159,termination
110_2,310,172,termination
110_2,351,43,termination
110_2,261,169,termination
110_2,243,383,termination
110_2,428,285,termination
110_2,300,413,termination
110_2,369,376,termination
110_2,196,123,termination
110_2,330,100,termination
110_2,382,224,termination
110_2,201,284,termination
110_2,366,156,bifurcation
110_2,305,405,termination
110_2,390,303,bifurcation
110_2,347,378,termination
110_2,280,349,bifurcation
110_2,319,188,termination
110_2,407,334,termination
110_2,226,341,termination
110_2,362,244,termination
110_2,214,323,termination
110_2,250,324,termination
110_2,402,379,termination
110_2,349,42,bifurcation
110_2,416,122,bifurcation
110_2,251,403,termination
110_2,208,108,termination
110_2,367,280,termination
110_2,404,372,termination
110_2,400,380,termination
110_2,393,350,termination
110_2,276,164,termination
110_2,364,94,termination
110_2,260,157,termination
110_2,404,152,termination
110_2,424,270,termination
110_2,399,351,termination
110_2,413,364,termination
110_2,230,58,bifurcation
110_2,412,382,termination
110_2,408,379,termination
110_2,406,292,termination
110_2,293,322,termination
110_2,427,275,termination
110_2,272,177,termination
110_2,427,197,termination
110_2,253,196,termination
110_2,366,92,termination
110_2,416,257,termination
110_2,373,354,termination
110_2,260,392,termination
110_2,388,386,termination
110_2,401,305,termination
110_2,211,100,termination
110_2,396,349,termination
110_2,318,175,termination
110_2,256,189,termination
110_2,367,365,termination
110_2,252,395,termination
110_2,396,310,termination
110_2,361,87,termination
110_2,266,393,termination
110_2,396,149,termination
110_2,402,386,termination
110_2,370,85,termination
110_2,399,317,termination
110_2,233,363,termination
110_2,221,76,termination
110_2,399,83,bifurcation
110_2,401,116,termination
110_2,216,82,termination
110_2,237,333,termination
110_2,423,168,termination
110_2,236,336,termination
110_3,304,254,termination
110_3,280,262,termination
110_3,423,397,bifurcation
110_3,413,390,termination
110_3,431,362,bifurcation
110_3,392,356,termination
110_3,309,410,termination
110_3,432,385,termination
110_3,422,170,bifurcation
110_3,305,409,termination
110_3,273,395,termination
110_3,401,373,termination
110_3,284,398,termination
110_3,431,364,termination
110_3,432,369,termination
110_3,394,115,termination
110_3,338,390,termination
110_3,328,390,termination
110_3,435,331,termination
110_3,415,417,bifurcation
110_3,429,353,termination
110_3,429,167,termination
110_3,305,416,termination
110_3,432,336,termination
110_3,377,329,termination
110_3,422,222,termination
110_3,382,303,bifurcation
110_3,404,131,bifurcation
110_3,306,316,termination
110_3,266,394,termination
110_3,430,217,termination
110_3,288,160,termination
110_3,301,416,termination
110_3,427,386,bifurcation
110_3,429,378,bifurcation
110_3,245,381,termination
110_3,418,404,termination
110_3,348,293,bifurcation
110_3,417,360,termination
110_3,318,292,termination
110_3,385,383,termination
110_3,415,406,bifurcation
110_3,322,343,termination
110_3,430,220,bifurcation
110_3,360,250,termination
110_3,432,378,termination
110_3,434,334,termination
110_3,412,223,termination
110_3,417,149,termination
110_3,397,380,termination
110_3,362,384,termination
110_3,434,193,bifurcation
110_3,337,381,bifurcation
110_3,346,177,termination
110_3,404,137,bifurcation
